Image Sticker,Slice Index,Model,IoU,Dice
lung_044,148,EfficientSAM (VIT-tiny),0.2904761904761905,0.4501845018450184
lung_044,148,EfficientSAM (VIT-small),0.3181818181818182,0.4827586206896552
lung_044,149,EfficientSAM (VIT-tiny),0.1402985074626865,0.2460732984293193
lung_044,149,EfficientSAM (VIT-small),0.2006269592476489,0.3342036553524804
lung_044,150,EfficientSAM (VIT-tiny),0.3133971291866029,0.4772313296903461
lung_044,150,EfficientSAM (VIT-small),0.3430851063829787,0.5108910891089109
lung_044,151,EfficientSAM (VIT-tiny),0.3621621621621622,0.5317460317460317
lung_044,151,EfficientSAM (VIT-small),0.3959595959595959,0.5672937771345875
lung_044,152,EfficientSAM (VIT-tiny),0.3417266187050359,0.5093833780160858
lung_044,152,EfficientSAM (VIT-small),0.3653136531365313,0.5351351351351351
lung_044,153,EfficientSAM (VIT-tiny),0.4202733485193622,0.5918203688853247
lung_044,153,EfficientSAM (VIT-small),0.4274509803921568,0.5989010989010989
lung_044,154,EfficientSAM (VIT-tiny),0.4993614303959131,0.666098807495741
lung_044,154,EfficientSAM (VIT-small),0.3073929961089494,0.4702380952380952
lung_044,155,EfficientSAM (VIT-tiny),0.4259012016021362,0.5973782771535581
lung_044,155,EfficientSAM (VIT-small),0.3557951482479784,0.5248508946322068
lung_044,156,EfficientSAM (VIT-tiny),0.4917541229385307,0.6592964824120603
lung_044,156,EfficientSAM (VIT-small),0.4406015037593985,0.6116910229645094
lung_044,157,EfficientSAM (VIT-tiny),0.4392523364485981,0.6103896103896104
lung_044,157,EfficientSAM (VIT-small),0.4311050477489768,0.6024785510009533
lung_044,158,EfficientSAM (VIT-tiny),0.5430656934306569,0.7038789025543992
lung_044,158,EfficientSAM (VIT-small),0.4765957446808511,0.6455331412103746
lung_044,159,EfficientSAM (VIT-tiny),0.4427934621099554,0.6138002059732235
lung_044,159,EfficientSAM (VIT-small),0.3501440922190201,0.5186766275346851
lung_044,160,EfficientSAM (VIT-tiny),0.4530612244897959,0.6235955056179775
lung_044,160,EfficientSAM (VIT-small),0.4124457308248914,0.5840163934426229
lung_044,161,EfficientSAM (VIT-tiny),0.451058201058201,0.6216955332725616
lung_044,161,EfficientSAM (VIT-small),0.3350993377483444,0.501984126984127
lung_044,162,EfficientSAM (VIT-tiny),0.4233870967741935,0.5949008498583569
lung_044,162,EfficientSAM (VIT-small),0.3142857142857143,0.4782608695652174
lung_044,163,EfficientSAM (VIT-tiny),0.5263157894736842,0.6896551724137931
lung_044,163,EfficientSAM (VIT-small),0.4012875536480687,0.5727411944869831
lung_044,164,EfficientSAM (VIT-tiny),0.515625,0.6804123711340206
lung_044,164,EfficientSAM (VIT-small),0.4632206759443339,0.6331521739130435
lung_044,165,EfficientSAM (VIT-tiny),0.475103734439834,0.6441631504922645
lung_044,165,EfficientSAM (VIT-small),0.4282700421940928,0.5997045790251108
lung_044,166,EfficientSAM (VIT-tiny),0.3713692946058091,0.5416036308623298
lung_044,166,EfficientSAM (VIT-small),0.3517382413087934,0.5204236006051437
lung_044,167,EfficientSAM (VIT-tiny),0.22271714922049,0.3642987249544626
lung_044,167,EfficientSAM (VIT-small),0.2146226415094339,0.3533980582524272
lung_044,168,EfficientSAM (VIT-tiny),0.2406015037593984,0.3878787878787879
lung_044,168,EfficientSAM (VIT-small),0.2456479690522243,0.3944099378881988
lung_044,169,EfficientSAM (VIT-tiny),0.3288888888888889,0.4949832775919732
lung_044,169,EfficientSAM (VIT-small),0.2344827586206896,0.3798882681564245
lung_020,208,EfficientSAM (VIT-tiny),0.1864406779661017,0.3142857142857143
lung_020,208,EfficientSAM (VIT-small),0.4230769230769231,0.5945945945945946
lung_020,209,EfficientSAM (VIT-tiny),0.5603864734299517,0.718266253869969
lung_020,209,EfficientSAM (VIT-small),0.357487922705314,0.5266903914590747
lung_020,210,EfficientSAM (VIT-tiny),0.5773809523809523,0.7320754716981132
lung_020,210,EfficientSAM (VIT-small),0.5926966292134831,0.7442680776014109
lung_020,211,EfficientSAM (VIT-tiny),0.6009174311926605,0.7507163323782235
lung_020,211,EfficientSAM (VIT-small),0.5327510917030568,0.6951566951566952
lung_020,212,EfficientSAM (VIT-tiny),0.3637873754152824,0.5334957369062119
lung_020,212,EfficientSAM (VIT-small),0.4611727416798732,0.631236442516269
lung_020,213,EfficientSAM (VIT-tiny),0.4320987654320987,0.603448275862069
lung_020,213,EfficientSAM (VIT-small),0.5294117647058824,0.6923076923076923
lung_020,214,EfficientSAM (VIT-tiny),0.4059278350515464,0.5774518790100825
lung_020,214,EfficientSAM (VIT-small),0.5592783505154639,0.7173553719008264
lung_020,215,EfficientSAM (VIT-tiny),0.4335403726708075,0.6048526863084922
lung_020,215,EfficientSAM (VIT-small),0.6034271725826194,0.7526717557251908
lung_020,216,EfficientSAM (VIT-tiny),0.5266272189349113,0.689922480620155
lung_020,216,EfficientSAM (VIT-small),0.4202401372212693,0.5917874396135265
lung_020,217,EfficientSAM (VIT-tiny),0.4163498098859315,0.5879194630872483
lung_020,217,EfficientSAM (VIT-small),0.4262295081967213,0.5977011494252874
lung_020,218,EfficientSAM (VIT-tiny),0.4189189189189189,0.5904761904761905
lung_020,218,EfficientSAM (VIT-small),0.429054054054054,0.6004728132387707
lung_020,219,EfficientSAM (VIT-tiny),0.4369918699186992,0.6082036775106082
lung_020,219,EfficientSAM (VIT-small),0.486815415821501,0.654843110504775
lung_020,220,EfficientSAM (VIT-tiny),0.4778481012658228,0.6466809421841542
lung_020,220,EfficientSAM (VIT-small),0.4233128834355828,0.5948275862068966
lung_075,299,EfficientSAM (VIT-tiny),0.0,0.0
lung_075,299,EfficientSAM (VIT-small),0.171875,0.2933333333333333
lung_075,300,EfficientSAM (VIT-tiny),0.0169491525423728,0.0333333333333333
lung_075,300,EfficientSAM (VIT-small),0.2222222222222222,0.3636363636363636
lung_075,301,EfficientSAM (VIT-tiny),0.0188679245283018,0.037037037037037
lung_075,301,EfficientSAM (VIT-small),0.2676056338028169,0.4222222222222222
lung_075,302,EfficientSAM (VIT-tiny),0.1408450704225352,0.2469135802469135
lung_075,302,EfficientSAM (VIT-small),0.1469194312796208,0.256198347107438
lung_075,303,EfficientSAM (VIT-tiny),0.334375,0.5011709601873536
lung_075,303,EfficientSAM (VIT-small),0.3526315789473684,0.5214007782101168
lung_075,304,EfficientSAM (VIT-tiny),0.3618843683083512,0.5314465408805031
lung_075,304,EfficientSAM (VIT-small),0.3898989898989899,0.561046511627907
lung_075,305,EfficientSAM (VIT-tiny),0.2930056710775047,0.4532163742690058
lung_075,305,EfficientSAM (VIT-small),0.3327067669172932,0.4992947813822285
lung_075,306,EfficientSAM (VIT-tiny),0.2904953145917001,0.450207468879668
lung_075,306,EfficientSAM (VIT-small),0.328,0.4939759036144578
lung_075,307,EfficientSAM (VIT-tiny),0.4804733727810651,0.6490807354116707
lung_075,307,EfficientSAM (VIT-small),0.6117788461538461,0.7591349739000746
lung_075,308,EfficientSAM (VIT-tiny),0.3534883720930232,0.5223367697594502
lung_075,308,EfficientSAM (VIT-small),0.4729411764705882,0.6421725239616614
lung_075,309,EfficientSAM (VIT-tiny),0.3687281213535589,0.5387894288150042
lung_075,309,EfficientSAM (VIT-small),0.5107142857142857,0.6761229314420804
lung_075,310,EfficientSAM (VIT-tiny),0.344206974128234,0.5121338912133891
lung_075,310,EfficientSAM (VIT-small),0.4728950403690888,0.6421299921691465
lung_075,311,EfficientSAM (VIT-tiny),0.3082549634273772,0.4712460063897764
lung_075,311,EfficientSAM (VIT-small),0.4927536231884058,0.6601941747572816
lung_075,312,EfficientSAM (VIT-tiny),0.3029350104821803,0.4650040225261464
lung_075,312,EfficientSAM (VIT-small),0.5123873873873874,0.6775874906924795
lung_075,313,EfficientSAM (VIT-tiny),0.3779761904761904,0.5485961123110151
lung_075,313,EfficientSAM (VIT-small),0.5731056563500534,0.728629579375848
lung_075,314,EfficientSAM (VIT-tiny),0.478744939271255,0.6475017111567419
lung_075,314,EfficientSAM (VIT-small),0.643378519290928,0.7829949238578681
lung_075,315,EfficientSAM (VIT-tiny),0.3620352250489236,0.5316091954022989
lung_075,315,EfficientSAM (VIT-small),0.6404145077720207,0.7807959570435882
lung_075,316,EfficientSAM (VIT-tiny),0.3800403225806452,0.5507669831994156
lung_075,316,EfficientSAM (VIT-small),0.5894736842105263,0.7417218543046358
lung_075,317,EfficientSAM (VIT-tiny),0.4377880184331797,0.6089743589743589
lung_075,317,EfficientSAM (VIT-small),0.6030624263839811,0.7523879500367376
lung_075,318,EfficientSAM (VIT-tiny),0.4186550976138828,0.5902140672782875
lung_075,318,EfficientSAM (VIT-small),0.5775764439411099,0.7322325915290739
lung_075,319,EfficientSAM (VIT-tiny),0.438894792773645,0.6100443131462334
lung_075,319,EfficientSAM (VIT-small),0.5997679814385151,0.7498187092095722
lung_075,320,EfficientSAM (VIT-tiny),0.3229426433915212,0.4882186616399623
lung_075,320,EfficientSAM (VIT-small),0.475095785440613,0.6441558441558441
lung_075,321,EfficientSAM (VIT-tiny),0.3906020558002936,0.5617740232312566
lung_075,321,EfficientSAM (VIT-small),0.5470588235294118,0.7072243346007605
lung_075,322,EfficientSAM (VIT-tiny),0.3583061889250814,0.5275779376498801
lung_075,322,EfficientSAM (VIT-small),0.5466893039049237,0.7069154774972558
lung_075,323,EfficientSAM (VIT-tiny),0.4529085872576177,0.6234509056244042
lung_075,323,EfficientSAM (VIT-small),0.5625,0.72
lung_075,324,EfficientSAM (VIT-tiny),0.4078947368421052,0.5794392523364486
lung_075,324,EfficientSAM (VIT-small),0.3803786574870912,0.5511221945137157
lung_075,325,EfficientSAM (VIT-tiny),0.4887640449438202,0.6566037735849056
lung_075,325,EfficientSAM (VIT-small),0.484375,0.6526315789473685
lung_075,326,EfficientSAM (VIT-tiny),0.3765281173594132,0.5470692717584369
lung_075,326,EfficientSAM (VIT-small),0.3493333333333333,0.5177865612648221
lung_075,327,EfficientSAM (VIT-tiny),0.4776536312849162,0.6465028355387523
lung_075,327,EfficientSAM (VIT-small),0.5525525525525525,0.7117988394584139
lung_075,328,EfficientSAM (VIT-tiny),0.4408602150537634,0.6119402985074627
lung_075,328,EfficientSAM (VIT-small),0.547752808988764,0.7078039927404719
lung_075,329,EfficientSAM (VIT-tiny),0.4433962264150943,0.6143790849673203
lung_075,329,EfficientSAM (VIT-small),0.4090909090909091,0.5806451612903226
lung_075,330,EfficientSAM (VIT-tiny),0.3043478260869565,0.4666666666666667
lung_075,330,EfficientSAM (VIT-small),0.3019390581717451,0.4638297872340425
lung_075,331,EfficientSAM (VIT-tiny),0.5038167938931297,0.6700507614213198
lung_075,331,EfficientSAM (VIT-small),0.2772727272727273,0.4341637010676156
lung_075,332,EfficientSAM (VIT-tiny),0.1830985915492957,0.3095238095238095
lung_075,332,EfficientSAM (VIT-small),0.1739130434782608,0.2962962962962963
lung_075,333,EfficientSAM (VIT-tiny),0.2631578947368421,0.4166666666666667
lung_075,333,EfficientSAM (VIT-small),0.3818181818181818,0.5526315789473685
lung_029,204,EfficientSAM (VIT-tiny),0.4938271604938271,0.6611570247933884
lung_029,204,EfficientSAM (VIT-small),0.2054794520547945,0.3409090909090909
lung_029,205,EfficientSAM (VIT-tiny),0.5934579439252337,0.7448680351906158
lung_029,205,EfficientSAM (VIT-small),0.4093023255813953,0.5808580858085809
lung_029,206,EfficientSAM (VIT-tiny),0.483271375464684,0.6516290726817042
lung_029,206,EfficientSAM (VIT-small),0.3041825095057034,0.466472303206997
lung_029,207,EfficientSAM (VIT-tiny),0.6705426356589147,0.802784222737819
lung_029,207,EfficientSAM (VIT-small),0.4878048780487805,0.6557377049180327
lung_029,208,EfficientSAM (VIT-tiny),0.4629629629629629,0.6329113924050633
lung_029,208,EfficientSAM (VIT-small),0.2715654952076677,0.4271356783919598
lung_029,209,EfficientSAM (VIT-tiny),0.2916666666666667,0.4516129032258064
lung_029,209,EfficientSAM (VIT-small),0.2550724637681159,0.4064665127020785
lung_029,210,EfficientSAM (VIT-tiny),0.4593837535014005,0.6295585412667947
lung_029,210,EfficientSAM (VIT-small),0.373134328358209,0.5434782608695652
lung_029,211,EfficientSAM (VIT-tiny),0.5245901639344263,0.6881720430107527
lung_029,211,EfficientSAM (VIT-small),0.3896457765667575,0.5607843137254902
lung_029,212,EfficientSAM (VIT-tiny),0.4967462039045553,0.663768115942029
lung_029,212,EfficientSAM (VIT-small),0.4945295404814004,0.6617862371888726
lung_029,213,EfficientSAM (VIT-tiny),0.4485436893203883,0.6193029490616622
lung_029,213,EfficientSAM (VIT-small),0.394990366088632,0.5662983425414365
lung_029,214,EfficientSAM (VIT-tiny),0.4759615384615384,0.6449511400651465
lung_029,214,EfficientSAM (VIT-small),0.4623115577889447,0.6323024054982818
lung_029,215,EfficientSAM (VIT-tiny),0.5222551928783383,0.6861598440545809
lung_029,215,EfficientSAM (VIT-small),0.5137614678899083,0.6787878787878788
lung_029,216,EfficientSAM (VIT-tiny),0.5958904109589042,0.7467811158798283
lung_029,216,EfficientSAM (VIT-small),0.4833333333333333,0.651685393258427
lung_029,217,EfficientSAM (VIT-tiny),0.4333333333333333,0.6046511627906976
lung_029,217,EfficientSAM (VIT-small),0.4382716049382716,0.6094420600858369
lung_029,218,EfficientSAM (VIT-tiny),0.28125,0.4390243902439024
lung_029,218,EfficientSAM (VIT-small),0.3856209150326797,0.5566037735849056
lung_029,219,EfficientSAM (VIT-tiny),0.2290748898678414,0.3727598566308244
lung_029,219,EfficientSAM (VIT-small),0.2901554404145077,0.4497991967871486
lung_029,220,EfficientSAM (VIT-tiny),0.1189591078066914,0.2126245847176079
lung_029,220,EfficientSAM (VIT-small),0.19921875,0.3322475570032573
lung_018,172,EfficientSAM (VIT-tiny),0.1107491856677524,0.1994134897360703
lung_018,172,EfficientSAM (VIT-small),0.1063829787234042,0.1923076923076923
lung_018,173,EfficientSAM (VIT-tiny),0.182010582010582,0.3079677708146822
lung_018,173,EfficientSAM (VIT-small),0.1745562130177514,0.2972292191435768
lung_018,174,EfficientSAM (VIT-tiny),0.3864610111396744,0.5574783683559951
lung_018,174,EfficientSAM (VIT-small),0.4391052195526098,0.6102475532527346
lung_018,175,EfficientSAM (VIT-tiny),0.5866543095458758,0.7394859813084113
lung_018,175,EfficientSAM (VIT-small),0.7149404216315307,0.8337787279529664
lung_018,176,EfficientSAM (VIT-tiny),0.6111111111111112,0.7586206896551724
lung_018,176,EfficientSAM (VIT-small),0.6857419980601358,0.8135788262370541
lung_018,177,EfficientSAM (VIT-tiny),0.6123076923076923,0.7595419847328244
lung_018,177,EfficientSAM (VIT-small),0.6492462311557788,0.7873248019500305
lung_018,178,EfficientSAM (VIT-tiny),0.6087420042643923,0.7567925778661365
lung_018,178,EfficientSAM (VIT-small),0.6758474576271186,0.8065739570164349
lung_018,179,EfficientSAM (VIT-tiny),0.5829042224510813,0.7364996746909565
lung_018,179,EfficientSAM (VIT-small),0.612,0.7593052109181141
lung_018,180,EfficientSAM (VIT-tiny),0.4946695095948827,0.6619115549215406
lung_018,180,EfficientSAM (VIT-small),0.4799176107106076,0.6485734168406402
lung_018,181,EfficientSAM (VIT-tiny),0.4557522123893805,0.6261398176291794
lung_018,181,EfficientSAM (VIT-small),0.4835164835164835,0.6518518518518519
lung_018,182,EfficientSAM (VIT-tiny),0.5855978260869565,0.7386461011139674
lung_018,182,EfficientSAM (VIT-small),0.5478036175710594,0.7078464106844741
lung_018,183,EfficientSAM (VIT-tiny),0.3912248628884826,0.5624178712220762
lung_018,183,EfficientSAM (VIT-small),0.4738805970149253,0.6430379746835443
lung_018,184,EfficientSAM (VIT-tiny),0.3175853018372703,0.4820717131474104
lung_018,184,EfficientSAM (VIT-small),0.3263888888888889,0.4921465968586387
lung_083,105,EfficientSAM (VIT-tiny),0.0,0.0
lung_083,105,EfficientSAM (VIT-small),0.1636363636363636,0.28125
lung_083,106,EfficientSAM (VIT-tiny),0.4666666666666667,0.6363636363636364
lung_083,106,EfficientSAM (VIT-small),0.6159420289855072,0.7623318385650224
lung_083,107,EfficientSAM (VIT-tiny),0.4798387096774194,0.6485013623978202
lung_083,107,EfficientSAM (VIT-small),0.3703703703703703,0.5405405405405406
lung_083,108,EfficientSAM (VIT-tiny),0.5283687943262412,0.691415313225058
lung_083,108,EfficientSAM (VIT-small),0.4939271255060729,0.6612466124661247
lung_083,109,EfficientSAM (VIT-tiny),0.4347826086956521,0.6060606060606061
lung_083,109,EfficientSAM (VIT-small),0.5377777777777778,0.6994219653179191
lung_083,110,EfficientSAM (VIT-tiny),0.5234657039711191,0.6872037914691943
lung_083,110,EfficientSAM (VIT-small),0.4658119658119658,0.6355685131195336
lung_083,111,EfficientSAM (VIT-tiny),0.5348837209302325,0.696969696969697
lung_083,111,EfficientSAM (VIT-small),0.5215686274509804,0.6855670103092784
lung_083,112,EfficientSAM (VIT-tiny),0.6214285714285714,0.7665198237885462
lung_083,112,EfficientSAM (VIT-small),0.448,0.6187845303867403
lung_083,113,EfficientSAM (VIT-tiny),0.5350877192982456,0.6971428571428572
lung_083,113,EfficientSAM (VIT-small),0.6148148148148148,0.7614678899082569
lung_083,114,EfficientSAM (VIT-tiny),0.3953488372093023,0.5666666666666667
lung_083,114,EfficientSAM (VIT-small),0.3409090909090909,0.5084745762711864
lung_083,115,EfficientSAM (VIT-tiny),0.4047619047619047,0.576271186440678
lung_083,115,EfficientSAM (VIT-small),0.141025641025641,0.247191011235955
lung_065,74,EfficientSAM (VIT-tiny),0.2093023255813953,0.3461538461538461
lung_065,74,EfficientSAM (VIT-small),0.0707070707070707,0.1320754716981132
lung_065,75,EfficientSAM (VIT-tiny),0.2924187725631769,0.4525139664804469
lung_065,75,EfficientSAM (VIT-small),0.2481927710843373,0.3976833976833976
lung_065,76,EfficientSAM (VIT-tiny),0.3286486486486486,0.4947111472742067
lung_065,76,EfficientSAM (VIT-small),0.2742980561555075,0.4305084745762711
lung_065,77,EfficientSAM (VIT-tiny),0.3656462585034014,0.5354919053549191
lung_065,77,EfficientSAM (VIT-small),0.266156462585034,0.4204163868368032
lung_065,78,EfficientSAM (VIT-tiny),0.4330554193231976,0.6043805612594113
lung_065,78,EfficientSAM (VIT-small),0.3716768916155419,0.541930674617965
lung_065,79,EfficientSAM (VIT-tiny),0.4885844748858447,0.656441717791411
lung_065,79,EfficientSAM (VIT-small),0.507328990228013,0.6731496488384657
lung_065,80,EfficientSAM (VIT-tiny),0.4904920012073649,0.6581611988659376
lung_065,80,EfficientSAM (VIT-small),0.5302357362487188,0.6930118329984372
lung_065,81,EfficientSAM (VIT-tiny),0.5549229738780977,0.7137626534568167
lung_065,81,EfficientSAM (VIT-small),0.4589985486211901,0.6291967172345188
lung_065,82,EfficientSAM (VIT-tiny),0.4837193689157435,0.6520361990950226
lung_065,82,EfficientSAM (VIT-small),0.4245849523136701,0.5960823208529631
lung_065,83,EfficientSAM (VIT-tiny),0.4713412860052371,0.6406960648605893
lung_065,83,EfficientSAM (VIT-small),0.3649567367119901,0.5347520941815712
lung_065,84,EfficientSAM (VIT-tiny),0.3659166359277019,0.5357817985417229
lung_065,84,EfficientSAM (VIT-small),0.3863381858902575,0.5573505654281099
lung_065,85,EfficientSAM (VIT-tiny),0.3303126415949252,0.4965940054495912
lung_065,85,EfficientSAM (VIT-small),0.4435885817852288,0.6145637162586315
lung_065,86,EfficientSAM (VIT-tiny),0.358759842519685,0.5280695400217312
lung_065,86,EfficientSAM (VIT-small),0.4330708661417323,0.6043956043956044
lung_065,87,EfficientSAM (VIT-tiny),0.3788725241239207,0.5495395948434623
lung_065,87,EfficientSAM (VIT-small),0.4144736842105263,0.586046511627907
lung_065,88,EfficientSAM (VIT-tiny),0.3265097236438076,0.4922839506172839
lung_065,88,EfficientSAM (VIT-small),0.5234186383389667,0.68716323296355
lung_065,89,EfficientSAM (VIT-tiny),0.4877622377622377,0.6556991774383079
lung_065,89,EfficientSAM (VIT-small),0.4973867595818815,0.6643397324025596
lung_065,90,EfficientSAM (VIT-tiny),0.3318965517241379,0.4983818770226537
lung_065,90,EfficientSAM (VIT-small),0.3433908045977011,0.5112299465240642
lung_065,91,EfficientSAM (VIT-tiny),0.381651376146789,0.5524568393094289
lung_065,91,EfficientSAM (VIT-small),0.3970315398886827,0.5683930942895087
lung_065,92,EfficientSAM (VIT-tiny),0.0496453900709219,0.0945945945945946
lung_065,92,EfficientSAM (VIT-small),0.1170212765957446,0.2095238095238095
lung_051,90,EfficientSAM (VIT-tiny),0.2988505747126437,0.4601769911504424
lung_051,90,EfficientSAM (VIT-small),0.3052631578947368,0.4677419354838709
lung_051,91,EfficientSAM (VIT-tiny),0.4912718204488778,0.6588628762541806
lung_051,91,EfficientSAM (VIT-small),0.3234567901234568,0.4888059701492537
lung_051,92,EfficientSAM (VIT-tiny),0.3791748526522593,0.5498575498575499
lung_051,92,EfficientSAM (VIT-small),0.2992125984251969,0.4606060606060606
lung_051,93,EfficientSAM (VIT-tiny),0.4104938271604938,0.5820568927789934
lung_051,93,EfficientSAM (VIT-small),0.2204968944099379,0.361323155216285
lung_051,94,EfficientSAM (VIT-tiny),0.4109014675052411,0.5824665676077266
lung_051,94,EfficientSAM (VIT-small),0.2603734439834025,0.4131687242798353
lung_051,95,EfficientSAM (VIT-tiny),0.4304511278195488,0.6018396846254928
lung_051,95,EfficientSAM (VIT-small),0.3160813308687615,0.4803370786516854
lung_051,96,EfficientSAM (VIT-tiny),0.4691780821917808,0.6386946386946387
lung_051,96,EfficientSAM (VIT-small),0.4012027491408935,0.5726548129981607
lung_051,97,EfficientSAM (VIT-tiny),0.4340021119324181,0.605301914580265
lung_051,97,EfficientSAM (VIT-small),0.3616118769883351,0.5311526479750779
lung_051,98,EfficientSAM (VIT-tiny),0.2514827995255042,0.4018957345971564
lung_051,98,EfficientSAM (VIT-small),0.2669039145907473,0.4213483146067415
lung_051,99,EfficientSAM (VIT-tiny),0.3399014778325123,0.5073529411764706
lung_051,99,EfficientSAM (VIT-small),0.3189655172413793,0.4836601307189542
lung_051,100,EfficientSAM (VIT-tiny),0.4393305439330544,0.6104651162790697
lung_051,100,EfficientSAM (VIT-small),0.4581589958158996,0.6284074605451937
lung_051,101,EfficientSAM (VIT-tiny),0.2760736196319018,0.4326923076923077
lung_051,101,EfficientSAM (VIT-small),0.274390243902439,0.430622009569378
lung_059,125,EfficientSAM (VIT-tiny),0.2328767123287671,0.3777777777777777
lung_059,125,EfficientSAM (VIT-small),0.3684210526315789,0.5384615384615384
lung_059,126,EfficientSAM (VIT-tiny),0.1804123711340206,0.3056768558951965
lung_059,126,EfficientSAM (VIT-small),0.2228571428571428,0.3644859813084112
lung_059,127,EfficientSAM (VIT-tiny),0.3227513227513227,0.488
lung_059,127,EfficientSAM (VIT-small),0.2631578947368421,0.4166666666666667
lung_059,128,EfficientSAM (VIT-tiny),0.4942084942084942,0.661498708010336
lung_059,128,EfficientSAM (VIT-small),0.3766233766233766,0.5471698113207547
lung_059,129,EfficientSAM (VIT-tiny),0.4607508532423208,0.6308411214953271
lung_059,129,EfficientSAM (VIT-small),0.2654545454545454,0.4195402298850574
lung_059,130,EfficientSAM (VIT-tiny),0.476056338028169,0.6450381679389313
lung_059,130,EfficientSAM (VIT-small),0.4205607476635514,0.5921052631578947
lung_059,131,EfficientSAM (VIT-tiny),0.4042553191489361,0.5757575757575758
lung_059,131,EfficientSAM (VIT-small),0.4249084249084249,0.596401028277635
lung_059,132,EfficientSAM (VIT-tiny),0.4326923076923077,0.6040268456375839
lung_059,132,EfficientSAM (VIT-small),0.3034825870646766,0.465648854961832
lung_059,133,EfficientSAM (VIT-tiny),0.3551401869158878,0.5241379310344828
lung_059,133,EfficientSAM (VIT-small),0.2956521739130435,0.4563758389261745
lung_059,134,EfficientSAM (VIT-tiny),0.2894736842105263,0.4489795918367347
lung_059,134,EfficientSAM (VIT-small),0.3095238095238095,0.4727272727272727
lung_059,135,EfficientSAM (VIT-tiny),0.2727272727272727,0.4285714285714285
lung_059,135,EfficientSAM (VIT-small),0.4017857142857143,0.5732484076433121
lung_010,87,EfficientSAM (VIT-tiny),0.1153846153846153,0.2068965517241379
lung_010,87,EfficientSAM (VIT-small),0.0571428571428571,0.1081081081081081
lung_010,88,EfficientSAM (VIT-tiny),0.0,0.0
lung_010,88,EfficientSAM (VIT-small),0.0,0.0
lung_010,89,EfficientSAM (VIT-tiny),0.2421383647798742,0.389873417721519
lung_010,89,EfficientSAM (VIT-small),0.2526315789473684,0.4033613445378151
lung_010,90,EfficientSAM (VIT-tiny),0.3454545454545454,0.5135135135135135
lung_010,90,EfficientSAM (VIT-small),0.3711048158640226,0.5413223140495868
lung_010,91,EfficientSAM (VIT-tiny),0.4385964912280701,0.6097560975609756
lung_010,91,EfficientSAM (VIT-small),0.3553299492385787,0.5243445692883895
lung_010,92,EfficientSAM (VIT-tiny),0.357345971563981,0.526536312849162
lung_010,92,EfficientSAM (VIT-small),0.3652445369406867,0.5350609756097561
lung_010,93,EfficientSAM (VIT-tiny),0.3747072599531616,0.545144804088586
lung_010,93,EfficientSAM (VIT-small),0.4439140811455847,0.6148760330578512
lung_010,94,EfficientSAM (VIT-tiny),0.4019253910950662,0.5733905579399141
lung_010,94,EfficientSAM (VIT-small),0.4261501210653753,0.597623089983022
lung_010,95,EfficientSAM (VIT-tiny),0.3490870032223415,0.517515923566879
lung_010,95,EfficientSAM (VIT-small),0.3856209150326797,0.5566037735849056
lung_010,96,EfficientSAM (VIT-tiny),0.4339796860572484,0.6052801030264006
lung_010,96,EfficientSAM (VIT-small),0.4099142040038132,0.581473968897904
lung_010,97,EfficientSAM (VIT-tiny),0.4754601226993865,0.6444906444906445
lung_010,97,EfficientSAM (VIT-small),0.4054500412881915,0.5769682726204466
lung_010,98,EfficientSAM (VIT-tiny),0.5533562822719449,0.7124653739612188
lung_010,98,EfficientSAM (VIT-small),0.4146341463414634,0.5862068965517241
lung_010,99,EfficientSAM (VIT-tiny),0.5774058577405857,0.7320954907161804
lung_010,99,EfficientSAM (VIT-small),0.4824034334763948,0.650839606253619
lung_010,100,EfficientSAM (VIT-tiny),0.6297872340425532,0.7728459530026109
lung_010,100,EfficientSAM (VIT-small),0.4957081545064378,0.6628407460545194
lung_010,101,EfficientSAM (VIT-tiny),0.5820689655172414,0.7358326068003488
lung_010,101,EfficientSAM (VIT-small),0.4765897973445143,0.645527685754851
lung_010,102,EfficientSAM (VIT-tiny),0.5501577287066246,0.7098087098087098
lung_010,102,EfficientSAM (VIT-small),0.5277044854881267,0.690846286701209
lung_010,103,EfficientSAM (VIT-tiny),0.5582067968185105,0.7164733178654292
lung_010,103,EfficientSAM (VIT-small),0.4233900814211695,0.5949037961518461
lung_010,104,EfficientSAM (VIT-tiny),0.5524100994644223,0.7116806308526368
lung_010,104,EfficientSAM (VIT-small),0.4431185361972951,0.6141124586549063
lung_010,105,EfficientSAM (VIT-tiny),0.5324675324675324,0.6949152542372882
lung_010,105,EfficientSAM (VIT-small),0.4791666666666667,0.647887323943662
lung_010,106,EfficientSAM (VIT-tiny),0.5667844522968198,0.7235002255299955
lung_010,106,EfficientSAM (VIT-small),0.4483260553129549,0.6190954773869347
lung_010,107,EfficientSAM (VIT-tiny),0.5707317073170731,0.7267080745341615
lung_010,107,EfficientSAM (VIT-small),0.4826388888888889,0.6510538641686182
lung_010,108,EfficientSAM (VIT-tiny),0.5287356321839081,0.6917293233082706
lung_010,108,EfficientSAM (VIT-small),0.4799357945425361,0.648590021691974
lung_010,109,EfficientSAM (VIT-tiny),0.6043636363636363,0.7533998186763372
lung_010,109,EfficientSAM (VIT-small),0.4954954954954955,0.6626506024096386
lung_010,110,EfficientSAM (VIT-tiny),0.5375586854460094,0.6992366412213741
